"PMID"	"YEAR"	"CITY"	"GEOLONG"	"GEOLAT"	"COUNTRY"	"#SAMPLES"	"NO_CCGH"	"NO_ACGH"	"NO_WES"	"NO_WGS"	"STATUS"
18455123	2008	"Boston"	-71.06	42.36	"United States"	10	0	10	0	0	"sample data in GEO"
18484635	2008	"Lund"	13.19	55.71	"Sweden"	10	0	10	0	0	"sample data in Progenetix"
18704270	2008	"Goyang"	126.83	37.65	"Korean Republic"	10	0	10	0	0	"sample data not accessible"
18931480	2008	"Toronto"	-79.42	43.7	"Canada"	10	0	10	0	0	"sample data in GEO"
18973137	2009	"Chiba"	140.12	35.6	"Japan"	10	0	10	0	0	"sample data in GEO"
19286668	2009	"Toronto"	-79.42	43.7	"Canada"	10	0	10	0	0	"sample data in GEO"
19477428	2009	"Palo Alto"	-122.14	37.44	"United States"	10	0	10	0	0	"sample data in GEO"
19725780	2010	"Buffalo"	-93.87	45.17	"United States"	10	0	10	0	0	"sample data not accessible"
19839046	2010	"Lund"	13.19	55.71	"Sweden"	10	0	10	0	0	"sample data not accessible"
20021942	2009	"Wulumuqi"	87.17	43.82	"China"	10	10	0	0	0	"sample data not accessible"
20218738	2010	"Chino"	-117.69	34.01	"United States"	10	0	10	0	0	"sample data not accessible"
20370541	2010	"Stanford"	-122.17	37.43	"United States"	10	0	10	0	0	"sample data not accessible"
20417863	2010	"Buffalo"	-93.87	45.17	"United States"	10	0	10	0	0	"sample data not accessible"
20501857	2010	"Groningen"	6.57	53.22	"The Netherlands"	10	0	10	0	0	"sample data not accessible"
20538793	2010	"Cardiff"	-3.18	51.48	"United Kingdom"	10	0	10	0	0	"sample data in GEO"
20631050	2010	"Bari"	16.86	41.11	"Italy"	10	0	10	0	0	"sample data in GEO"
20661407	2010	"Buffalo"	-93.87	45.17	"United States"	10	0	10	0	0	"sample data not accessible"
21203850	2011	"Naju-si"	126.71	35.02	"Korean Republic"	10	0	10	0	0	"sample data in GEO"
21412930	2011	"Seoul"	126.98	37.57	"Korean Republic"	10	0	10	0	0	"sample data not accessible"
21495021	2011	"Tianjin"	117.18	39.14	"China"	10	0	10	0	0	"sample data in GEO"
21628407	2011	"Nantes"	-1.55	47.22	"France"	10	0	10	0	0	"sample data in GEO"
21710693	2011	"Boston"	-71.06	42.36	"United States"	10	0	10	0	0	"sample data in GEO"
21894435	2011	"Yamaguchi-shi"	131.47	34.19	"Japan"	10	0	10	0	0	"incomplete"
21909424	2011	"Monza"	9.27	45.58	"Italy"	10	0	10	0	0	"sample data not accessible"
22140652	2011	"Michigan City"	-86.9	41.71	"United States"	10	0	10	0	0	"incomplete"
22761904	2012	"Beijing"	116.4	39.91	"China"	10	0	10	0	0	"sample data not accessible"
24023729	2013	"Vancouver"	-123.12	49.25	"Canada"	10	0	10	0	0	"incomplete"
24330824	2013	"Tianjin"	117.18	39.14	"China"	10	0	10	0	0	"sample data in GEO"
24433873	2014	"Graz"	15.45	47.07	"Austria"	10	0	10	0	0	"incomplete"
25605237	2015	"New York City"	-74.01	40.71	"United States"	10	0	0	0	10	"incomplete"
25881093	2015	"Seoul"	126.98	37.57	"Korean Republic"	10	0	10	10	0	"incomplete"
25884336	2015	"Paris"	2.35	48.85	"France"	10	0	10	0	0	"incomplete"
25970776	2015	"Detroit"	-83.05	42.33	"United States"	10	0	10	0	0	"incomplete"
26019623	2015	"Sofia"	23.32	42.7	"Bulgaria"	10	0	10	0	0	"incomplete"
26159421	2015	"La Jolla"	-117.27	32.85	"United States"	10	0	10	0	0	"incomplete"
26355525	2015	"Varese"	8.82	45.82	"Italy"	10	0	10	0	0	"incomplete"
26752112	2016	"Warsaw"	21.01	52.23	"Poland"	10	0	0	10	10	"incomplete"
29788985	2018	"Zhengzhou"	113.65	34.76	"China"	10	0	0	10	0	"incomplete"
7536458	1995	"Heidelberg"	8.69	49.41	"Germany"	10	10	0	0	0	"sample data in Progenetix"
7669737	1995	"San Francisco"	-122.42	37.77	"United States"	10	10	0	0	0	"sample data in article or supplement [problematic format]"
8605115	1995	"Heidelberg"	8.69	49.41	"Germany"	10	10	0	0	0	"sample data in article or supplement [problematic format]"
9036875	1997	"Berlin"	13.41	52.52	"Germany"	10	10	0	0	0	"sample data in Progenetix"
9290705	1997	"Durham"	-78.9	35.99	"United States"	10	10	0	0	0	"sample data in Progenetix"
9619593	1998	"Helsinki"	24.94	60.17	"Finland"	10	10	0	0	0	"sample data in Progenetix"
9785589	1998	"Osaka-shi"	135.5	34.69	"Japan"	10	10	0	0	0	"incomplete [full text missing]"
10100147	1999	"Beijing"	116.4	39.91	"China"	11	11	0	0	0	"sample data in article or supplement [problematic format]"
10339673	1999	"Osaka-shi"	135.5	34.69	"Japan"	11	11	0	0	0	"incomplete"
10496356	1999	"Manchester"	-2.24	53.48	"United Kingdom"	11	11	0	0	0	"sample data in Progenetix"
10801040	2000	"Yamaguchi-shi"	131.47	34.19	"Japan"	11	11	0	0	0	"sample data not accessible"
10951399	2000	"Hannover"	9.73	52.37	"Germany"	11	11	0	0	0	"sample data in article or supplement"
11154805	2000	"Nijmegen"	5.84	51.81	"The Netherlands"	11	11	0	0	0	"sample data in Progenetix"
11431716	2001	"New York City"	-74.01	40.71	"United States"	11	11	0	0	0	"sample data in Progenetix"
12659667	2003	"Athens"	23.72	37.98	"Greece"	11	11	0	0	0	"sample data in article or supplement"
12684770	2003	"Graz"	15.45	47.07	"Austria"	11	11	0	0	0	"sample data in Progenetix"
12733317	2003	"Oviedo"	-5.84	43.36	"Spain"	11	11	0	0	0	"sample data not accessible"
12925224	2003	"London"	-0.13	51.51	"United Kingdom"	11	11	0	0	0	"sample data in Progenetix"
14514924	2003	"Amsterdam"	4.89	52.37	"Netherlands"	11	0	11	0	0	"sample data in Progenetix"
14633610	2003	"Stanford"	-122.17	37.43	"United States"	11	0	11	0	0	"sample data in GEO"
15066319	2004	"Yamaguchi-shi"	131.47	34.19	"Japan"	11	11	11	0	0	"sample data in article or supplement [problematic format]"
15489896	2004	"Sutton"	-0.2	51.35	"United Kingdom"	11	11	11	0	0	"sample data in GEO"
15571795	2004	"Boston"	-71.06	42.36	"United States"	11	11	11	0	0	"sample data not accessible"
15751042	2005	"Paris"	2.35	48.85	"France"	11	11	0	0	0	"sample data in Progenetix"
15899790	2005	"Milano"	9.19	45.46	"Italy"	11	0	11	0	0	"sample data in article or supplement"
16080198	2005	"Buffalo"	-93.87	45.17	"United States"	11	0	11	0	0	"sample data not accessible"
16112006	2005	"Hong Kong"	114.16	22.29	"China"	11	11	0	0	0	"sample data in Progenetix"
16737909	2006	"Yamaguchi-shi"	131.47	34.19	"Japan"	11	11	0	0	0	"sample data in Progenetix"
16865685	2006	"Groningen"	6.57	53.22	"The Netherlands"	11	11	10	0	0	"sample data in Progenetix"
17068154	2007	"Leiden"	4.5	52.16	"The Netherlands"	11	0	11	0	0	"incomplete"
17227125	2007	"Boston"	-71.06	42.36	"United States"	11	0	11	0	0	"sample data not accessible"
17334996	2007	"Lund"	13.19	55.71	"Sweden"	11	0	11	0	0	"sample data in GEO"
17712417	2007	"Homburg"	7.34	49.33	"Germany"	11	11	11	0	0	"sample data in GEO"
17713554	2007	"Essen"	7.01	51.46	"Germany"	11	0	11	0	0	"sample data in Progenetix"
18394558	2008	"Boston"	-71.06	42.36	"United States"	11	0	11	0	0	"sample data in GEO"
19665068	2009	"Rio de Janeiro"	-43.21	-22.9	"Brazil"	11	0	11	0	0	"sample data in article or supplement"
19672776	2009	"Dublin"	-6.25	53.33	"Ireland"	11	0	11	0	0	"sample data in article or supplement"
20142589	2010	"Toronto"	-79.42	43.7	"Canada"	11	0	11	0	0	"sample data in Progenetix"
20306232	2010	"Seoul"	126.98	37.57	"Korean Republic"	11	0	11	0	0	"sample data not accessible"
21105180	2010	"Stanmore"	-0.32	51.62	"United Kingdom"	11	0	11	0	0	"data included elsewhere"
21165777	2011	"Herston"	153.02	-27.45	"Australia"	11	0	11	0	0	"sample data not accessible"
21933280	2012	"Lund"	13.19	55.71	"Sweden"	11	0	11	0	0	"sample data not accessible"
22613809	2011	"Leuven"	4.7	50.88	"Belgium"	11	0	11	0	0	"sample data in Progenetix"
23253899	2013	"Oslo"	10.75	59.91	"Norway"	11	0	11	0	0	"incomplete"
24435047	2014	"Michigan City"	-86.9	41.71	"United States"	11	0	11	0	0	"incomplete"
24490765	2014	"London"	-0.13	51.51	"United Kingdom"	11	0	11	0	0	"incomplete"
26544893	2015	"Lund"	13.19	55.71	"Sweden"	11	0	11	11	0	"incomplete"
26544944	2015	"Bethesda"	-77.1	38.98	"United States"	502	0	502	333	119	"incomplete"
26872634	2016	"Newcastle Upon Tyne"	-1.61	54.97	"United Kingdom"	11	0	11	0	0	"incomplete"
29764005	2018	"Chuncheon"	127.73	37.87	"Korean Republic"	11	0	0	0	11	"incomplete"
8033101	1994	"Heidelberg"	8.69	49.41	"Germany"	11	11	0	0	0	"incomplete"
8689616	1996	"Helsinki"	24.94	60.17	"Finland"	11	11	0	0	0	"sample data in Progenetix"
8913724	1996	"Hannover"	9.73	52.37	"Germany"	11	11	0	0	0	"sample data in article or supplement [problematic format]"
9403731	1997	"Tampere"	23.79	61.5	"Finland"	11	11	0	0	0	"sample data in Progenetix"
9406586	1998	"San Francisco"	-122.42	37.77	"United States"	11	11	0	0	0	"sample data in Progenetix"
10337990	1999	"San Francisco"	-122.42	37.77	"United States"	12	12	0	0	0	"sample data in Progenetix"
10432933	1999	"Yamaguchi-shi"	131.47	34.19	"Japan"	12	12	0	0	0	"sample data not accessible"
10676635	2000	"Heidelberg"	8.69	49.41	"Germany"	12	12	0	0	0	"sample data in article or supplement [problematic format]"
10686947	1999	"Helsinki"	24.94	60.17	"Finland"	12	12	0	0	0	"sample data in Progenetix"
10719362	2000	"Omaha"	-95.94	41.26	"United States"	12	12	0	0	0	"sample data not accessible"
10895067	2000	"Tokyo"	139.69	35.69	"Japan"	12	12	0	0	0	"sample data in article or supplement [problematic format]"
11146447	2001	"Heidelberg"	8.69	49.41	"Germany"	12	12	0	0	0	"sample data not accessible"
11389082	2001	"New York City"	-74.01	40.71	"United States"	12	12	0	0	0	"sample data in Progenetix"
11579469	2001	"New York City"	-74.01	40.71	"United States"	12	12	0	0	0	"sample data in Progenetix"
12211052	2002	"Toronto"	-79.42	43.7	"Canada"	12	12	0	0	0	"sample data not accessible"
14499689	2003	"Oslo"	10.75	59.91	"Norway"	12	12	0	0	0	"sample data in Progenetix"
14499694	2003	"Washington"	-89.41	40.7	"United States"	12	12	0	0	0	"sample data in Progenetix"
15863163	2005	"Graz"	15.45	47.07	"Austria"	12	12	0	0	0	"sample data in Progenetix"
16178058	2005	"Genoa"	8.92	44.43	"Italy"	12	12	0	0	0	"sample data in Progenetix"
16397242	2006	"Rotterdam"	4.48	51.92	"The Netherlands"	12	0	12	0	0	"sample data not accessible"
17016576	2006	"Tsukuba"	140.1	36.2	"Japan"	12	0	12	0	0	"sample data not accessible"
18008368	2008	"Heidelberg"	8.69	49.41	"Germany"	12	12	0	0	0	"sample data in Progenetix"
18246043	2008	"Pittsburgh"	-80	40.44	"United States"	12	0	12	0	0	"sample data in article or supplement"
18474541	2008	"Belfast"	-5.93	54.6	"Ireland"	12	12	0	0	0	"sample data in article or supplement"
19293255	2009	"London"	-0.13	51.51	"United Kingdom"	12	0	12	0	0	"sample data not accessible"
19306356	2009	"Vienna"	16.37	48.21	"Austria"	12	0	12	0	0	"sample data in GEO"
19412164	2009	"New York City"	-74.01	40.71	"United States"	12	0	12	0	0	"sample data in Progenetix"
20078324	2010	"Olomouc"	17.25	49.6	"Czech Republic"	12	4	12	0	0	"sample data in Progenetix"
20129249	2010	"Boston"	-71.06	42.36	"United States"	12	0	12	0	0	"sample data in GEO"
20858232	2010	"Oxford"	-1.26	51.75	"United Kingdom"	12	0	12	0	0	"sample data in GEO"
21088137	2011	"Seoul"	126.98	37.57	"Korean Republic"	12	0	12	0	0	
21435437	2011	"Bethesda"	-77.1	38.98	"United States"	12	0	12	0	0	"sample data in Progenetix"
21499235	2011	"Columbus"	-97.37	41.43	"United States"	12	12	0	0	0	"sample data in Progenetix"
21681495	2011	"Jena"	11.59	50.93	"Germany"	12	0	12	0	0	"sample data not accessible"
21950471	2012	"Turin"	7.69	45.07	"Italy"	12	0	12	0	0	"sample data not accessible"
22300816	2012	"Melbourne"	144.96	-37.81	"Australia"	12	0	12	0	0	"sample data not accessible"
22581002	2012	"Suzhou"	116.98	33.64	"China"	12	0	12	0	0	"sample data in Progenetix"
23747112	2013	"Seoul"	126.98	37.57	"Korean Republic"	12	0	12	0	0	"incomplete"
23774526	2014	"Roanoke"	-79.94	37.27	"United States"	12	0	0	12	0	"sample data not accessible"
23840064	2013	"Berlin"	13.41	52.52	"Germany"	12	0	12	0	0	"incomplete"
24691438	2014	"Bethesda"	-77.1	38.98	"United States"	12	0	12	0	0	"incomplete"
24816148	2014	"Oviedo"	-5.84	43.36	"Spain"	12	0	12	0	0	"incomplete"
24870262	2014	"Seoul"	126.98	37.57	"Korean Republic"	12	0	12	0	0	"sample data in GEO"
25250560	2015	"Washington D.C."	-77.04	38.9	"United States"	12	0	0	12	0	"sample data not accessible"
25521761	2014	"Suwon-si"	127.01	37.29	"Korean Republic"	12	0	0	12	0	"incomplete"
25533637	2015	"London"	-0.13	51.51	"United Kingdom"	12	0	12	0	0	"incomplete"
25884948	2015	"Beijing"	116.4	39.91	"China"	12	0	0	12	0	"incomplete"
25961742	2015	"Mexico City"	-99.13	19.43	"Mexico"	12	0	0	12	0	"incomplete"
26022454	2015	"Milano"	9.19	45.46	"Italy"	12	0	12	0	0	"incomplete"
26046463	2015	"Milano"	9.19	45.46	"Italy"	12	0	0	12	0	"incomplete"
26061751	2015	"Atlanta"	-84.39	33.75	"United States"	532	0	532	289	0	"incomplete"
26424407	2016	"Hwasun"	126.99	35.06	"Korean Republic"	12	0	0	0	12	"incomplete"
26470716	2016	"Sydney"	151.21	-33.87	"Australia"	12	0	0	12	0	"incomplete"
26523470	2016	"Liverpool"	-2.98	53.41	"United Kingdom"	12	0	12	0	0	"incomplete"
29872714	2017	"Boston"	-71.06	42.36	"United States"	12	0	0	12	0	"incomplete"
29901254	2018	"Milano"	9.19	45.46	"Italy"	12	0	0	12	0	"incomplete"
29933930	2018	"Phoenix"	-112.07	33.45	"United States"	12	0	12	0	0	"incomplete"
30241526	2018	"Shanghai"	121.46	31.22	"China"	12	0	0	12	0	"incomplete"
30505706	2018	"Waltham"	-71.24	42.38	"United States"	12	0	0	12	0	"incomplete"
30851086	2019	"Hangzhou"	120.16	30.29	"China"	12	0	0	12	0	"incomplete"
8800093	1996	"Rochester"	-70.98	43.3	"United States"	12	12	0	0	0	"sample data in Progenetix"
9656121	1998	"Bethesda"	-77.1	38.98	"United States"	12	12	0	0	0	"sample data in Progenetix"
"PGkes2003"	2003	"Antalya"	30.7	36.91	"Turkey"	12	12	0	0	0	"sample data in Progenetix"
11284031	2001	"London"	-0.13	51.51	"United Kingdom"	13	13	0	0	0	"sample data in Progenetix"
11896565	2002	"Yamaguchi-shi"	131.47	34.19	"Japan"	13	13	0	0	0	"sample data in Progenetix"
12399230	2002	"Hong Kong"	114.16	22.29	"China"	13	13	0	0	0	"sample data in Progenetix"
12405390	2002	"Nijmegen"	5.84	51.81	"The Netherlands"	13	13	0	0	0	"sample data in Progenetix"
14595754	2003	"Bordeaux"	-0.58	44.84	"France"	13	13	0	0	0	"sample data in Progenetix"
14681321	2003	"Groningen"	6.57	53.22	"The Netherlands"	13	13	0	0	0	"sample data not accessible"
14697636	2004	"New Haven"	-72.93	41.31	"United States"	13	13	0	0	0	"sample data in article or supplement [problematic format]"
15272285	2005	"Taipei"	121.53	25.05	"Taiwan"	13	13	0	0	0	"sample data in Progenetix"
15274346	2004	"Muenster"	7.63	51.96	"Germany"	13	13	0	0	0	"incomplete [full text missing]"
15548351	2004	"Tampere"	23.79	61.5	"Finland"	13	0	13	0	0	"sample data in article or supplement"
16096408	2005	"Staten Island"	-74.14	40.56	"United States"	13	13	0	0	0	"sample data in Progenetix"
16175573	2006	"hinxton"	0.18	52.08	"United Kingdom"	13	0	13	0	0	"sample data in article or supplement [problematic format]"
17121884	2006	"London"	-0.13	51.51	"United Kingdom"	13	13	13	0	0	"sample data in Progenetix"
17122649	2006	"Rotterdam"	4.48	51.92	"The Netherlands"	13	0	13	0	0	"sample data not accessible"
17556075	2007	"Chiba"	140.12	35.6	"Japan"	13	13	0	0	0	"sample data in article or supplement [problematic format]"
17823930	2007	"Dusseldorf"	6.78	51.22	"Germany"	13	0	13	0	0	"sample data in article or supplement"
18095118	2006	"Osaka-shi"	135.5	34.69	"Japan"	13	0	13	0	0	"sample data in Progenetix"
18382360	2008	"Barcelona"	2.16	41.39	"Spain"	13	13	0	0	0	"sample data in article or supplement [problematic format]"
18406869	2008	"Vancouver"	-123.12	49.25	"Canada"	13	13	13	0	0	"sample data in article or supplement"
18408657	2008	"Helsinki"	24.94	60.17	"Finland"	13	0	13	0	0	"sample data in Progenetix"
19105236	2009	"Leeds"	-1.55	53.8	"United Kingdom"	13	0	13	0	0	"sample data in article or supplement [problematic format]"
19151777	2009	"Salamanca"	-3.68	40.43	"Spain"	13	0	13	0	0	"incomplete"
19235922	2009	"Sutton"	-0.2	51.35	"United Kingdom"	13	0	13	0	0	"sample data in article or supplement"
19682064	2010	"Stockholm"	18.06	59.33	"Sweden"	13	0	13	0	0	"sample data in article or supplement"
19690137	2009	"Barcelona"	2.16	41.39	"Spain"	13	13	0	0	0	"sample data not accessible"
19801981	2009	"Bethesda"	-77.1	38.98	"United States"	13	0	13	0	0	"sample data in GEO"
19802895	2009	"Leuven"	4.7	50.88	"Belgium"	13	0	13	0	0	"sample data not accessible"
19818351	2010	"Augusta"	-69.78	44.31	"United States"	13	0	13	0	0	"sample data in Progenetix"
21147910	2011	"Phoenix"	-112.07	33.45	"United States"	13	0	13	12	0	"incomplete"
21251114	2011	"Lyon"	4.85	45.75	"France"	13	0	13	0	0	"sample data in GEO"
21447829	2011	"Nagoya-shi"	136.91	35.18	"Japan"	13	0	13	0	0	"sample data not accessible"
21562036	2011	"Rochester"	-70.98	43.3	"United States"	13	0	13	0	0	"sample data not accessible"
21625233	2011	"Greifswald"	13.39	54.09	"Germany"	13	0	13	0	0	"incomplete"
22252965	2012	"London"	-0.13	51.51	"United Kingdom"	13	0	13	0	0	"sample data in article or supplement"
22538188	2012	"Lyon"	4.85	45.75	"France"	13	0	13	0	0	"sample data not accessible"
23257783	2013	"Berlin"	13.41	52.52	"Germany"	13	0	13	0	0	"incomplete"
23342278	2012	"Nagoya-shi"	136.91	35.18	"Japan"	13	0	13	0	0	"sample data in ArrayExpress"
24718909	2014	"Santa Monica"	-118.49	34.02	"United States"	13	0	13	0	0	"incomplete"
26205622	2015	"London"	-0.13	51.51	"United Kingdom"	13	0	13	0	0	"incomplete"
30629797	2019	"Salamanca"	-3.68	40.43	"Spain"	13	0	13	0	0	"incomplete"
8137295	1994	"Heidelberg"	8.69	49.41	"Germany"	13	13	0	0	0	"sample data in Progenetix"
9169028	1997	"Tampere"	23.79	61.5	"Finland"	13	13	0	0	0	"sample data in Progenetix"
9287970	1997	"San Francisco"	-122.42	37.77	"United States"	13	13	0	0	0	"sample data in Progenetix"
10095435	1998	"Heidelberg"	8.69	49.41	"Germany"	14	14	0	0	0	"sample data not accessible"
10699941	2000	"Seoul"	126.98	37.57	"Korean Republic"	14	14	0	0	0	"sample data in article or supplement [problematic format]"
10761656	2000	"Nijmegen"	5.84	51.81	"The Netherlands"	14	14	0	0	0	"sample data not accessible"
11060455	2000	"Heidelberg"	8.69	49.41	"Germany"	14	14	0	0	0	"sample data in Progenetix"
11165314	2001	"Erlangen"	11.01	49.59	"Germany"	14	14	0	0	0	"sample data in Progenetix"
11275794	2001	"Yamaguchi-shi"	131.47	34.19	"Japan"	14	14	0	0	0	"sample data in article or supplement [problematic format]"
11338475	2000	"Hannover"	9.73	52.37	"Germany"	14	14	0	0	0	"sample data in article or supplement [problematic format]"
11408061	2001	"Paris"	2.35	48.85	"France"	14	14	0	0	0	"sample data in article or supplement [problematic format]"
11463458	2001	"Hamburg"	10.02	53.58	"Germany"	14	14	0	0	0	"sample data in Progenetix"
11834430	2002	"Salamanca"	-3.68	40.43	"Spain"	14	14	0	0	0	"sample data in Progenetix"
11914143	2002	"Lund"	13.19	55.71	"Sweden"	14	14	0	0	0	"sample data in Progenetix"
12181266	2002	"Goettingen"	9.93	51.53	"Germany"	14	14	0	0	0	"sample data in Progenetix"
12203777	2002	"Taipei"	121.53	25.05	"Taiwan"	14	14	0	0	0	"sample data in Progenetix"
12366808	2002	"Fukuoka-shi"	130.42	33.61	"Japan"	14	14	0	0	0	"sample data in Progenetix"
12508243	2003	"Nijmegen"	5.84	51.81	"The Netherlands"	14	14	0	0	0	"sample data in Progenetix"
12833150	2003	"San Francisco"	-122.42	37.77	"United States"	14	0	14	0	0	"sample data in GEO"
14758948	2004	"Hong Kong"	114.16	22.29	"China"	14	14	13	0	0	"sample data in Progenetix"
14989601	2004	"Buffalo"	-93.87	45.17	"United States"	14	0	14	0	0	"sample data in Progenetix"
15498857	2005	"Nijmegen"	5.84	51.81	"The Netherlands"	14	0	14	0	0	"sample data not accessible"
15548372	2004	"Houston"	-95.36	29.76	"United States"	14	14	14	0	0	"sample data in article or supplement [problematic format]"
15571796	2004	"Windber"	-78.84	40.24	"United States"	14	0	14	0	0	"sample data in Progenetix"
16130125	2006	"Vancouver"	-123.12	49.25	"Canada"	14	0	14	0	0	"sample data not accessible"
16170537	2006	"Helsinki"	24.94	60.17	"Finland"	14	14	0	0	0	"sample data in Progenetix"
16204023	2005	"London"	-0.13	51.51	"United Kingdom"	14	0	14	0	0	"sample data in GEO"
16631473	2006	"Rotterdam"	4.48	51.92	"The Netherlands"	14	0	14	0	0	"sample data not accessible"
16938566	2006	"Helsinki"	24.94	60.17	"Finland"	14	14	0	0	0	"sample data in Progenetix"
17072825	2007	"Hamburg"	10.02	53.58	"Germany"	14	14	0	0	0	"sample data in Progenetix"
17109992	2007	"Seoul"	126.98	37.57	"Korean Republic"	14	0	14	0	0	"sample data in Progenetix"
18478573	2008	"Jena"	11.59	50.93	"Germany"	14	14	0	0	0	"sample data in Progenetix"
18697953	2008	"Fukuoka-shi"	130.42	33.61	"Japan"	14	0	14	0	0	"sample data in GEO"
19096148	2009	"Utrecht"	5.11	52.09	"The Netherlands"	14	0	14	0	0	"incomplete [full text missing]"
19834740	2010	"Shanghai"	121.46	31.22	"China"	14	0	14	0	0	"sample data in article or supplement"
19924135	2010	"Graz"	15.45	47.07	"Austria"	14	0	14	0	0	"sample data not accessible"
20093295	2010	"Lund"	13.19	55.71	"Sweden"	14	0	14	0	0	"sample data not accessible"
21102433	2010	"New York City"	-74.01	40.71	"United States"	14	0	14	0	0	"incomplete"
21245096	2011	"Nagoya-shi"	136.91	35.18	"Japan"	14	0	14	0	0	"sample data in GEO"
21874228	2011	"Homburg"	7.34	49.33	"Germany"	14	0	14	0	0	"incomplete [full text missing]"
22815911	2012	"Birmingham"	-1.9	52.48	"United Kingdom"	14	0	14	0	0	"incomplete"
23073988	2013	"Kiel"	10.13	54.32	"Germany"	14	0	14	0	0	"incomplete"
23404381	2013	"Oslo"	10.75	59.91	"Norway"	14	0	14	0	0	"incomplete"
23628818	2013	"Dublin"	-6.25	53.33	"Ireland"	14	0	14	0	0	"sample data not accessible"
24398325	2014	"Kiel"	10.13	54.32	"Germany"	14	0	14	0	0	"incomplete"
25710373	2015	"Cambridge"	0.12	52.2	"United Kingdom"	14	0	14	0	0	"incomplete"
26317783	2015	"Rio de Janeiro"	-43.21	-22.9	"Brazil"	14	0	14	0	0	"sample data in article or supplement"
26608593	2016	"Rouen"	1.1	49.44	"France"	14	0	0	14	0	"incomplete"
28552826	2017	"Indianapolis"	-86.16	39.77	"United States"	14	0	0	14	0	"incomplete"
30232607	2018	"Pilsen"	13.38	49.75	"Czech Republic"	14	0	14	0	0	"incomplete"
30861105	2019	"San Francisco"	-122.42	37.77	"United States"	14	0	0	14	14	"incomplete"
7778674	1995	"Maastricht"	5.69	50.85	"The Netherlands"	14	14	0	0	0	"sample data in article or supplement [problematic format]"
8527379	1995	"Nijmegen"	5.84	51.81	"The Netherlands"	14	14	0	0	0	"sample data in article or supplement [problematic format]"
8924169	1996	"Berlin"	13.41	52.52	"Germany"	14	14	0	0	0	"sample data not accessible"
9115961	1997	"Philadelphia"	-75.16	39.95	"United States"	14	14	0	0	0	"sample data in Progenetix"
9250147	1997	"Heidelberg"	8.69	49.41	"Germany"	14	14	0	0	0	"sample data in Progenetix"
9521467	1998	"Helsinki"	24.94	60.17	"Finland"	14	14	0	0	0	"sample data in Progenetix"
9595040	1998	"Colombo"	79.85	6.93	"Sri Lanka"	14	14	0	0	0	"sample data in Progenetix"
9781656	1998	"Graz"	15.45	47.07	"Austria"	14	14	0	0	0	"sample data not accessible"
10419597	1999	"Rotterdam"	4.48	51.92	"The Netherlands"	15	15	0	0	0	"sample data in Progenetix"
10604741	1999	"Leiden"	4.5	52.16	"The Netherlands"	15	15	0	0	0	"sample data in Progenetix"
10734656	2000	"Dublin"	-6.25	53.33	"Ireland"	15	15	0	0	0	"sample data in Progenetix"
10822134	2000	"Halle"	8.36	52.06	"Germany"	15	15	0	0	0	"sample data in Progenetix"
11122110	2000	"London"	-0.13	51.51	"United Kingdom"	15	15	0	0	0	"sample data not accessible"
11564177	2001	"Nathan"	153.05	-27.55	"Australia"	15	15	0	0	0	"sample data in Progenetix"
11734320	2001	"Tel Aviv"	34.78	32.08	"Israel"	15	15	0	0	0	"sample data in Progenetix"
11836556	2002	"Hong Kong"	114.16	22.29	"China"	15	0	15	0	0	"incomplete [full text missing]"
11990307	2002	"Amsterdam"	4.89	52.37	"Netherlands"	15	15	0	0	0	"sample data in Progenetix"
12127404	2002	"Washington"	-89.41	40.7	"United States"	15	15	0	0	0	"sample data in Progenetix"
12522451	2002	"London"	-0.13	51.51	"United Kingdom"	15	15	0	0	0	"sample data in Progenetix"
12645651	2003	"Dublin"	-6.25	53.33	"Ireland"	15	15	0	0	0	"sample data in Progenetix"
15578687	2005	"Uppsala"	17.64	59.86	"Sweden"	15	0	15	0	0	"sample data in GEO"
17011984	2006	"Helsinki"	24.94	60.17	"Finland"	15	0	15	0	0	"sample data in Progenetix"
17873900	2007	"Nijmegen"	5.84	51.81	"The Netherlands"	15	15	0	0	0	"sample data in Progenetix"
18160780	2007	"Helsinki"	24.94	60.17	"Finland"	15	0	15	0	0	"sample data in article or supplement"
18215105	2008	"Los Angeles"	-118.24	34.05	"United States"	15	0	15	0	0	"sample data in GEO"
18618715	2008	"Amsterdam"	4.89	52.37	"Netherlands"	15	0	15	0	0	"incomplete"
19108018	2008	"Antalya"	30.7	36.91	"Turkey"	15	15	0	0	0	"sample data in article or supplement"
19194464	2009	"Omaha"	-95.94	41.26	"United States"	15	0	15	0	0	"sample data not accessible"
20126641	2010	"Washington"	-89.41	40.7	"United States"	15	0	15	0	0	"sample data not accessible"
20155841	2010	"Berlin"	13.41	52.52	"Germany"	15	0	15	0	0	"sample data in Progenetix"
20444249	2010	"Leiden"	4.5	52.16	"The Netherlands"	15	0	15	0	0	"sample data in Progenetix"
20514452	2010	"Seoul"	126.98	37.57	"Korean Republic"	15	0	15	0	0	"incomplete [full text missing]"
21470325	2011	"Lyon"	4.85	45.75	"France"	15	0	15	0	0	"sample data not accessible"
22020042	2012	"Taipei"	121.53	25.05	"Taiwan"	15	0	15	0	0	"sample data in Progenetix"
22158653	2012	"San Francisco"	-122.42	37.77	"United States"	15	0	15	0	0	"incomplete"
