"PMID"	"First author"	"CITY"	"GEOLONG"	"GEOLAT"	"COUNTRY"	"#SAMPLES"		"PMID"
22886749	"Huh J"	"Seoul"	126.98	37.57	"Korean Republic"	98		22886749
22890726	"Arao T"	"Osaka-shi"	135.5	34.69	"Japan"	1		22890726
22890838	"Flossbach L"	"Ulm"	9.99	48.4	"Germany"	28		22890838
22891197	"Hunter SM"	"Melbourne"	144.96	-37.81	"Australia"	42		22891197
22891273	"Rossi D"	"Novara"	8.62	45.45	"Italy"	218		22891273
22891276	"Kiel MJ"	"Ann Arbor"	-83.74	42.28	"United States"	6		22891276
22896685	"Cowin PA"	"Melbourne"	144.96	-37.81	"Australia"	0		22896685
22905207	"Traina F"	"Cleveland"	-84.88	35.16	"United States"	18		22905207
22912335	"Chen CH"	"Daan District"	121.45	25.03	"Taiwan"	2		22912335
22912389	"Wang ZC"	"Boston"	-71.06	42.36	"United States"	47		22912389
22936659	"Lee CS"	"Stanford"	-122.17	37.43	"United States"	3		22936659
22937079	"Kumar N"	"Stanford"	-122.17	37.43	"United States"	0		22937079
22941188	"Peifer M"	"Koeln"	6.95	50.93	"Germany"	63		22941188
22960745	"Cancer Genome Atlas Research Network."	"Cambridge"	-71.11	42.38	"United States"	503		22960745
22962301	"Burnichon N"	"Paris"	2.35	48.85	"France"	78		22962301
22968441	"Dasgupta S"	"Richmond"	-84.29	37.75	"United States"	16		22968441
22975378	"Monti S"	"Cambridge"	-71.11	42.38	"United States"	0		22975378
22983601	"Hashizume R"	"San Francisco"	-122.42	37.77	"United States"	1		22983601
22995252	"Yamamoto E"	"Sapporo"	141.35	43.06	"Japan"	84		22995252
22999459	"Ly M"	"Bamako"	-8	12.65	"Mali"	28		22999459
23000897	"Cancer Genome Atlas Network."	"Chapel Hill"	-79.06	35.91	"United States"	773		23000897
23019412	"Nord KH"	"Lund"	13.19	55.71	"Sweden"	3		23019412
23019414	"Stigliani S"	"Genoa"	8.92	44.43	"Italy"	91		23019414
23023297	"Staaf J"	"Lund"	13.19	55.71	"Sweden"	78		23023297
23028731	"Watkins AJ"	"Cambridge"	0.12	52.2	"United Kingdom"	56		23028731
23029397	"Crespo I"	"Coimbra"	-8.42	40.21	"Portugal"	46		23029397
23035247	"Sos ML"	"Koeln"	6.95	50.93	"Germany"	123		23035247
23038813	"Rummel S"	"Windber"	-78.84	40.24	"United States"	86		23038813
23041623	"McKee CM"	"Toronto"	-79.42	43.7	"Canada"	126		23041623
23044976	"Mosca L"	"Milano"	9.19	45.46	"Italy"	17		23044976
23044996	"Fabris S"	"Milano"	9.19	45.46	"Italy"	287		23044996
23047306	"Manceau G"	"Paris"	2.35	48.85	"France"	84		23047306
23047824	"Edelmann J"	"Ulm"	9.99	48.4	"Germany"	353		23047824
23065711	"Kikuchi A"	"Tokyo"	139.69	35.69	"Japan"	122		23065711
23071490	"Liang WS"	"Phoenix"	-112.07	33.45	"United States"	3		23071490
23073988	"Salaverria I"	"Kiel"	10.13	54.32	"Germany"	14		23073988
23078675	"Huang RY"	"Singapore"	103.85	1.29	"Singapore"	169		23078675
23079654	"Sturm D"	"Heidelberg"	8.69	49.41	"Germany"	210		23079654
23087808	"Ni IB"	"Kuala Lumpur"	101.69	3.14	"Malaysia"	8		23087808
23117839	"Krijgsman O"	"Amsterdam"	4.89	52.37	"Netherlands"	1		23117839
23135909	"Magbanua MJ"	"San Francisco"	-122.42	37.77	"United States"	134		23135909
23136191	"Spoerke JM"	"South San Francisco"	-122.41	37.65	"United States"	201		23136191
23143595	"Richter J"	"Kiel"	10.13	54.32	"Germany"	4		23143595
23144859	"Kresse SH"	"Oslo"	10.75	59.91	"Norway"	19		23144859
23175688	"Parkin B"	"Ann Arbor"	-83.74	42.28	"United States"	39		23175688
23182917	"Bødker JS"	"Aarhus"	10.21	56.16	"Denmark"	8		23182917
23212519	"McNerney ME"	"Chicago"	-87.65	41.85	"United States"	34		23212519
23226320	"Holley T"	"Scottsdale"	-111.9	33.51	"United States"	23		23226320
23253899	"Sahlberg KK"	"Oslo"	10.75	59.91	"Norway"	11		23253899
23255553	"Salaverria I"	"Barcelona"	2.16	41.39	"Spain"	40		23255553
23257783	"Wenzel SS"	"Berlin"	13.41	52.52	"Germany"	13		23257783
23271725	"Hirsch D"	"Bethesda"	-77.1	38.98	"United States"	18		23271725
23284754	"Chao HH"	"Chapel Hill"	-79.06	35.91	"United States"	192		23284754
23284877	"Rouault A"	"Bordeaux"	-0.58	44.84	"France"	5		23284877
23287866	"Won D"	"Seoul"	126.98	37.57	"Korean Republic"	1		23287866
23289505	"Gunn S"	"San Antonio"	-98.49	29.42	"United States"	4		23289505
23295441	"Sia D"	"San Antonio"	-98.49	29.42	"United States"	128		23295441
23303473	"Dhanraj S"	"Toronto"	-79.42	43.7	"Canada"	1		23303473
23329352	"Mesquita B"	"Porto"	-8.61	41.15	"Portugal"	141		23329352
23329812	"Italiano A"	"Bordeaux"	-0.58	44.84	"France"	73		23329812
23330001	"Setoodeh R"	"Tampa"	-82.46	27.95	"United States"	1		23330001
23332928	"Wilson AL"	"Pittsburgh"	-80	40.44	"United States"	5		23332928
23333277	"Joo KM"	"Seoul"	126.98	37.57	"Korean Republic"	2		23333277
23333812	"Sarhadi VK"	"Helsinki"	24.94	60.17	"Finland"	35		23333812
23341344	"Grossmann V"	"Munich"	11.58	48.14	"Germany"	48		23341344
23342278	"Yoshida N"	"Nagoya-shi"	136.91	35.18	"Japan"	13		23342278
23379751	"Hameetman L"	"Leiden"	4.49	52.16	"Netherlands"	52		23379751
23404381	"Micci F"	"Oslo"	10.75	59.91	"Norway"	14		23404381
23417712	"Fontebasso AM"	"Montreal"	-73.59	45.51	"Canada"	60		23417712
23422747	"Baker A"	"Scottsdale"	-111.9	33.51	"United States"	141		23422747
23445872	"Martin-Guerrero I"	"Kiel"	10.13	54.32	"Germany"	16		23445872
23451093	"Walter V"	"Chapel Hill"	-79.06	35.91	"United States"	107		23451093
23452854	"Snuderl M"	"Boston"	-71.06	42.36	"United States"	8		23452854
23457519	"Yoshioka S"	"Oita"	131.61	33.24	"Japan"	42		23457519
23468990	"Baronchelli S"	"Monza"	9.27	45.58	"Italy"	6		23468990
23483937	"Cirilo PD"	"Sao Paulo"	-46.64	-23.55	"Brazil"	51		23483937
23490283	"Kim JC"	"Seoul"	126.98	37.57	"Korean Republic"	113		23490283
23505090	"Wang K"	"Seoul"	126.98	37.57	"Korean Republic"	286		23505090
23508829	"Chen C"	"Dusseldorf"	6.78	51.22	"Germany"	6		23508829
23568481	"Woodward WA"	"Houston"	-95.36	29.76	"United States"	40		23568481
23571474	"van Boerdonk RA"	"Amsterdam"	4.89	52.37	"Netherlands"	4		23571474
23583282	"Zhang L"	"Houston"	-95.36	29.76	"United States"	60		23583282
23583283	"Luo JH"	"Pittsburgh"	-80	40.44	"United States"	177		23583283
23589176	"Chene G"	"Clermont-Ferrand"	3.09	45.78	"France"	37		23589176
23594372	"Day E"	"Cambridge UK"	0.12	52.21	"United Kingdom"	124		23594372
23608880	"Mraz M"	"Brno"	16.61	49.2	"Czech Republic"	40		23608880
23614682	"Mallo M"	"Badalona"	2.25	41.45	"Spain"	81		23614682
23616356	"Kasaian K"	"Vancouver"	-123.12	49.25	"Canada"	2		23616356
23620403	"Ouillette P"	"Ann Arbor"	-83.74	42.28	"United States"	312		23620403
23622249	"Baca SC"	"Boston"	-71.06	42.36	"United States"	57		23622249
23626713	"Hung PF"	"Taipei"	121.53	25.05	"Taiwan"	138		23626713
23628818	"Lynn M"	"Dublin"	-6.25	53.33	"Ireland"	14		23628818
23633454	"Griewank KG"	"Essen"	7.01	51.46	"Germany"	30		23633454
23633565	"Ramkissoon LA"	"Cambridge"	-71.11	42.38	"United States"	44		23633565
23634996	"Cancer Genome Atlas Research Network"	"Washington"	-89.41	40.7	"United States"	150		23634996
23636398	"Cancer Genome Atlas Research Network"	"New York City"	-74.01	40.71	"United States"	545		23636398
23676460	"Banck MS"	"Rochester"	-70.98	43.3	"United States"	48		23676460
23698072	"I?ykowska K"	"Poznan"	16.93	52.41	"Poland"	2		23698072
23704090	"Krönke J"	"Ulm"	9.99	48.4	"Germany"	159		23704090
23716380	"Martinez P"	"London"	-0.13	51.51	"United Kingdom"	63		23716380
23722107	"Cheng L"	"Shanghai"	121.46	31.22	"China"	27		23722107
23728943	"Cleary SP"	"Toronto"	-79.42	43.7	"Canada"	87		23728943
23735562	"Tuborgh A"	"Aarhus"	10.21	56.16	"Denmark"	1		23735562
23747112	"Oh T"	"Seoul"	126.98	37.57	"Korean Republic"	12		23747112
23774526	"Jayaraman SS"	"Roanoke"	-79.94	37.27	"United States"	12		23774526
23791528	"Kim J"	"Philadelphia"	-75.16	39.95	"United States"	4		23791528
23792563	"Cancer Genome Atlas Research Network."	"Boston"	-71.06	42.36	"United States"	534		23792563
23817572	"Jones DT"	"Heidelberg"	8.69	49.41	"Germany"	96		23817572
23825676	"Silveira SM"	"Sao Paulo"	-46.64	-23.55	"Brazil"	37		23825676
23840064	"Pfeifer M"	"Berlin"	13.41	52.52	"Germany"	12		23840064
23850804	"Krijgsman O"	"Amsterdam"	4.89	52.37	"Netherlands"	56		23850804
23852341	"Swaminathan S"	"San Francisco"	-122.42	37.77	"United States"	32		23852341
23911237	"Mackinnon RN"	"Melbourne"	144.96	-37.81	"Australia"	2		23911237
23912677	"Chen Y"	"Suzhou Jiangsu"	120.6	31.3	"China"	3		23912677
23942639	"Tsankova NM"	"New York City"	-74.01	40.71	"United States"	1		23942639
23955599	"Kon A"	"Tokyo"	139.69	35.69	"Japan"	163		23955599
24004666	"Chigrinova E"	"Bellinzona"	9.02	46.19	"Switzerland"	146		24004666
24004669	"Boi M"	"Bellinzona"	9.02	46.19	"Switzerland"	71		24004669
24004674	"Etemadmoghadam D"	"Melbourne"	144.96	-37.81	"Australia"	0		24004674
24009147	"Shi ZZ"	"Beijing"	116.4	39.91	"China"	75		24009147
24014427	"Marzese DM"	"Santa Monica"	-118.49	34.02	"United States"	15		24014427
24023729	"Anglesio MS"	"Vancouver"	-123.12	49.25	"Canada"	10		24023729
24037725	"Bouska A"	"Omaha"	-95.94	41.26	"United States"	277		24037725
24037760	"Tothill RW"	"Melbourne"	144.96	-37.81	"Australia"	3		24037760
24042168	"Fu Y"	"Columbia"	-87.04	35.62	"United States"	1		24042168
24047479	"Houldsworth J"	"Rutherford"	-74.11	40.83	"United States"	228		24047479
24055054	"Villanueva J"	"Philadelphia"	-75.16	39.95	"United States"	4		24055054
24061341	"Aust N"	"Jena"	11.59	50.93	"Germany"	20		24061341
24065146	"Miller ML"	"Cambridge"	0.12	52.2	"United Kingdom"	2		24065146
24072233	"Powell AG"	"Glasgow"	-4.26	55.87	"United Kingdom"	49		24072233
24081948	"Harder L"	"Hamburg"	10.02	53.58	"Germany"	0		24081948
24098497	"Huang CC"	"Taipei"	121.53	25.05	"Taiwan"	23		24098497
24121791	"Balbás-Martínez C"	"Madrid"	-3.7	40.42	"Spain"	51		24121791
24121792	"Guo G"	"Shenzhen"	114.07	22.55	"China"	99		24121792
24122263	"Cummings MC"	"Brisbane"	153.03	-27.47	"Australia"	31		24122263
24124608	"Lee EJ"	"Seoul"	126.98	37.57	"Korean Republic"	32		24124608
24128716	"Martinez VD"	"Santiago"	-70.65	-33.46	"Chile"	1		24128716
24130073	"Sharpe K"	"London"	-0.13	51.51	"United Kingdom"	30		24130073
24142343	"Magbanua MJ"	"San Francisco"	-122.42	37.77	"United States"	30		24142343
24143191	"Vincent-Salomon A"	"Paris"	2.35	48.85	"France"	214		24143191
24145436	"Beà S"	"Barcelona"	2.16	41.39	"Spain"	43		24145436
24147068	"Wei JS"	"Bethesda"	-77.1	38.98	"United States"	3		24147068
24153014	"Schmidt J"	"Tuebingen"	9.05	48.52	"Germany"	20		24153014
24154962	"Stieber D"	"Luxembourg"	6.13	49.61	"Luxembourg"	36		24154962
24156086	"Krishnamurthy S"	"Houston"	-95.36	29.76	"United States"	20		24156086
24162157	"Horlings HM"	"Amsterdam"	4.89	52.37	"Netherlands"	59		24162157
24162788	"Mamessier E"	"Marseille"	5.38	43.3	"France"	22		24162788
24165089	"Hashemi J"	"Stockholm"	18.06	59.33	"Sweden"	30		24165089
24174329	"Clinical Lung Cancer Genome Project (CLCGP)"	"Koeln"	6.95	50.93	"Germany"	1033		24174329
24179665	"Thariat J"	"Nice"	7.27	43.7	"France"	2		24179665
24185502	"Cluzeau T"	"Nice"	7.27	43.7	"France"	51		24185502
24185513	"Chan-On W"	"Singapore"	103.85	1.29	"Singapore"	15		24185513
24201123	"Martignoni G"	"Verona"	10.98	45.43	"Italy"	3		24201123
24204627	"Weiss GJ"	"Phoenix"	-112.07	33.45	"United States"	9		24204627
24205241	"Romania P"	"Rome"	12.51	41.89	"Italy"	2		24205241
24217199	"Roug AS"	"Aarhus"	10.21	56.16	"Denmark"	2		24217199
24221193	"Hoogstraat M"	"Utrecht"	5.12	52.09	"Netherlands"	31		24221193
24223206	"Trucco MM"	"Bethesda"	-77.1	38.98	"United States"	2		24223206
24227199	"van Boerdonk RA"	"Amsterdam"	4.89	52.37	"Netherlands"	36		24227199
24249257	"Mol BM"	"Amsterdam"	4.89	52.37	"Netherlands"	21		24249257
24249660	"Demir HA"	"Ankara"	32.85	39.92	"Turkey"	1		24249660
24265153	"Van Allen EM"	"Tuebingen"	9.05	48.52	"Germany"	45		24265153
24269304	"Xu X"	"Madison"	-74.42	40.76	"United States"	27		24269304
24270663	"Pos Z"	"Budapest"	19.04	47.5	"Hungary"	8		24270663
24330824	"Yang J"	"Tianjin"	117.18	39.14	"China"	10		24330824
24346345	"Nakachi I"	"Denver"	-104.98	39.74	"United States"	30		24346345
24362818	"Okosun J"	"London"	-0.13	51.51	"United Kingdom"	91		24362818
24398325	"Salaverria I"	"Kiel"	10.13	54.32	"Germany"	14		24398325
24433873	"Fried I"	"Graz"	15.45	47.07	"Austria"	10		24433873
24435047	"Li H"	"Michigan City"	-86.9	41.71	"United States"	11		24435047
24454681	"Davison JM"	"Pittsburg"	-94.7	37.41	"United States"	0		24454681
24465780	"Czy? ZT"	"Regensburg"	12.12	49.03	"Germany"	84		24465780
24476821	"Cancer Genome Atlas Research Network."	"Cambridge"	-71.11	42.38	"United States"	415		24476821
24486590	"Riester M"	"Boston"	-71.06	42.36	"United States"	94		24486590
24490765	"Feber A"	"London"	-0.13	51.51	"United Kingdom"	11		24490765
24493828	"Selvarajah S"	"Boston"	-71.06	42.36	"United States"	15		24493828
24503810	"Diakos C"	"San Francisco"	-122.42	37.77	"United States"	22		24503810
24505270	"Mekenkamp LJ"	"Amsterdam"	4.89	52.37	"Netherlands"	130		24505270
24536048	"Domingues PH"	"Salamanca"	-3.68	40.43	"Spain"	132		24536048
24550227	"Messina M"	"Rome"	12.51	41.89	"Italy"	52		24550227
24596673	"Veigaard C"	"Aarhus"	10.21	56.16	"Denmark"	1		24596673
24599305	"Lee SY"	"Seoul"	126.98	37.57	"Korean Republic"	45		24599305
24616312	"Snuderl M"	"Vancouver"	-123.12	49.25	"Canada"	2		24616312
24637993	"Menke J"	"Goettingen"	9.93	51.53	"Germany"	0		24637993
24651015	"Kool M"	"Heidelberg"	8.69	49.41	"Germany"	45		24651015
24658332	"Paíno T"	"Salamanca"	-3.68	40.43	"Spain"	6		24658332
24670651	"Song Y"	"Beijing"	116.4	39.91	"China"	123		24670651
24689486	"Andersson E"	"Helsinki"	24.94	60.17	"Finland"	1		24689486
24691438	"Liu Q"	"Bethesda"	-77.1	38.98	"United States"	12		24691438
24698967	"Busam KJ"	"New York City"	-74.01	40.71	"United States"	2		24698967
24703847	"Chen X"	"Memphis"	-90.05	35.15	"United States"	34		24703847
24705250	"Fontebasso AM"	"Boston"	-71.06	42.36	"United States"	39		24705250
24705251	"Wu G"	"Memphis"	-90.05	35.15	"United States"	80		24705251
24705252	"Taylor KR"	"London"	-0.13	51.51	"United Kingdom"	20		24705252
24705254	"Buczkowicz P"	"Toronto"	-79.42	43.7	"Canada"	45		24705254
24706357	"Riehmer V"	"Hannover"	9.73	52.37	"Germany"	54		24706357
24709822	"Nagarajan RP"	"San Francisco"	-122.42	37.77	"United States"	5		24709822
24718909	"Chiu CG"	"Santa Monica"	-118.49	34.02	"United States"	13		24718909
24727659	"Zhang R"	"Shenyang"	123.43	41.79	"China"	24		24727659
24735922	"Pilati C"	"Paris"	2.35	48.85	"France"	127		24735922
24737690	"Theissen J"	"Koeln"	6.95	50.93	"Germany"	37		24737690
24739973	"Godinho SA"	"Boston"	-71.06	42.36	"United States"	3		24739973
24747642	"Assié G"	"Paris"	2.35	48.85	"France"	76		24747642
24755471	"Mouradov D"	"Heidelberg"	8.69	49.41	"Germany"	70		24755471
24767714	"Roth JJ"	"Philadelphia"	-75.16	39.95	"United States"	100		24767714
24793134	"Wang Y"	"Boston"	-71.06	42.36	"United States"	47		24793134
24798001	"Ahn SM"	"Seoul"	126.98	37.57	"Korean Republic"	231		24798001
24803579	"Chen G"	"Houston"	-95.36	29.76	"United States (North America)"	71		24803579
24815991	"Suguro M"	"Nagoya-shi"	136.91	35.18	"Japan"	332		24815991
24816148	"Garcï¿?a-Inclï¿?n C"	"Oviedo"	-5.84	43.36	"Spain"	12		24816148
24832791	"Kwiecinska A"	"Solna"	18	59.36	"Sweden"	81		24832791
24842110	"Przybyl J"	"Warsaw"	21.01	52.23	"Poland"	64		24842110
24850867	"Xu L"	"Shanghai"	121.46	31.22	"China"	8		24850867
24870262	"Kim TM"	"Seoul"	126.98	37.57	"Korean Republic"	12		24870262
24879114	"Medina-Martinez I"	"Mexico City"	-99.13	19.43	"Mexico"	112		24879114
24885769	"Yang H"	"Frederick"	-77.41	39.41	"United States"	4		24885769
24890018	"Nagai K"	"Kumamoto"	130.69	32.81	"Japan"	16		24890018
24893972	"von Holstein SL."	"Copenhagen"	12.57	55.68	"Denmark"	43		24893972
24916674	"Yoshikawa Y"	"Nishinomiya-hama"	135.33	34.72	"Japan"	29		24916674
24935174	"Qian Z"	"Shanghai"	121.46	31.22	"China"	131		24935174
24952746	"Lin DC"	"Singapore"	103.85	1.29	"Singapore"	52		24952746
24974848	"Petrini I"	"Maryland City"	-76.82	39.09	"United States"	65		24974848
24992170	"Köhn L"	"Umea"	20.26	63.83	"Sweden"	74		24992170
25024180	"Hieronymus H"	"New York City"	-74.01	40.71	"United States"	104		25024180
25042405	"Scholtysik R"	"Duisburg"	6.77	51.43	"Germany"	148		25042405
25057852	"Finalet Ferreiro J"	"Leuven"	4.7	50.88	"Belgium"	4		25057852
25079072	"Skowronski K"	"Guelph"	-80.26	43.55	"Canada"	2		25079072
25079317	"Cancer Genome Atlas Research Network."	"Cambridge"	-71.11	42.38	"United States"	442		25079317
25079552	"Cancer Genome Atlas Research Network."	"Cambridge"	-71.11	42.38	"United States"	532		25079552
25083859	"Vollebergh MA"	"Amsterdam"	4.89	52.37	"Netherlands"	94		25083859
25100205	"Agnihotri S"	"Toronto"	-79.42	43.7	"Canada"	35		25100205
25155515	"Wyatt AW"	"Vancouver"	-123.12	49.25	"Canada"	25		25155515
25155756	"Davis CF"	"Houston"	-95.36	29.76	"United States"	25		25155756
25169794	"Dickman CT"	"Vancouver"	-123.12	49.25	"Canada"	8		25169794
25208879	"Burstein MD"	"Houston"	-95.36	29.76	"United States"	198		25208879
25223734	"Tirode F"	"Paris"	2.35	48.85	"France"	112		25223734
25224251	"Zhao N"	"Chapel Hill"	-79.06	35.91	"United States"	174		25224251
25240578	"Norris AL"	"Baltimore"	-76.61	39.29	"United States"	16		25240578
25242043	"Schneider RK"	"Badalona"	2.25	41.45	"Spain"	4		25242043
25250560	"Ashktorab H"	"Washington D.C."	-77.04	38.9	"United States"	12		25250560
25252869	"Engle EK"	"saint louis"	-90.26	38.64	"United States"	2		25252869
25252974	"Xu XL"	"New York City"	-74.01	40.71	"United States"	7		25252974
25261097	"Safavi S"	"Lund"	13.19	55.71	"Sweden"	126		25261097
25264427	"Yong JW"	"Singapore"	103.85	1.29	"Singapore"	5		25264427
25268611	"Ali RH"	"Kuwait City"	47.98	29.37	"Kuwait"	116		25268611
25270907	"La Starza R"	"Perugia"	12.39	43.11	"Italy"	6		25270907
25286758	"Nadal R"	"Barcelona"	2.16	41.39	"Spain"	0		25286758
25294904	"Sucker A"	"Essen"	7.01	51.46	"Germany"	5		25294904
25314094	"Boudjarane J"	"Marseille"	5.38	43.3	"France"	1		25314094
25316818	"Emmanuel C"	"Sydney"	151.21	-33.87	"Australia"	0		25316818
25320011	"Gu?vi? M"	"Sydney"	151.21	-33.87	"Australia"	123		25320011
25322691	"Priolo C"	"Boston"	-71.06	42.36	"United States"	65		25322691
25323042	"Maffei M"	"Amsterdam"	4.89	52.37	"Netherlands"	17		25323042
25336695	"Merino DM"	"Toronto"	-79.42	43.7	"Canada"	74		25336695
25358515	"Polzer B"	"Regensburg"	12.12	49.03	"Germany"	52		25358515
25377784	"Ojha J"	"Scottsdale"	-111.9	33.51	"United States"	54		25377784
25381154	"Warrington NM"	"st.louis"	-90.2	38.63	"United States"	265		25381154
25381700	"Malric A"	"Paris"	2.35	48.85	"France"	5		25381700
25394515	"Haan JC"	"Amsterdam"	4.89	52.37	"Netherlands"	361		25394515
25412848	"Weigelt B"	"Basel"	7.57	47.56	"Switzerland"	26		25412848
25416589	"Toffoli S"	"Charleroi"	4.44	50.41	"Belgium"	131		25416589
25417114	"Cancer Genome Atlas Research Network."	"Michigan City"	-86.9	41.71	"United States"	512		25417114
25420937	"Mayrhofer M"	"Uppsala"	17.64	59.86	"Sweden"	115		25420937
25424124	"Silveira SM"	"Sao Paulo"	-46.64	-23.55	"Brazil"	4		25424124
25428357	"Cai H"	"Sao Paulo"	-46.64	-23.55	"Brazil"	0		25428357
25435396	"Othman MA"	"Jena"	11.59	50.93	"Germany"	1		25435396
25439741	"Perrino CM"	"New Haven"	-72.93	41.31	"United States"	32		25439741
25442074	"Minca EC"	"Spokane"	-117.43	47.66	"United States"	71		25442074
25445214	"van Wezel EM"	"Amsterdam"	4.89	52.37	"Netherlands"	8		25445214
25452392	"Dewan R"	"Charlottesville"	-78.48	38.03	"United States"	23		25452392
25460179	"Hayano T"	"Mishima"	138.92	35.12	"Japan"	34		25460179
25460568	"Ávila-Moreno F"	"Mexico City"	-99.13	19.43	"Mexico"	64		25460568
25473623	"Toft-Petersen M"	"Aarhus"	10.21	56.16	"Denmark"	1		25473623
25480832	"Schouten PC"	"Amsterdam"	4.89	52.37	"Netherlands"	117		25480832
25481039	"Muñoz JJ"	"Sao Paulo"	-46.64	-23.55	"Brazil"	33		25481039
25502573	"Busso-Lopes AF"	"Sao Paulo"	-46.64	-23.55	"Brazil"	46		25502573
25521761	"Woo HG"	"Suwon-si"	127.01	37.29	"Korean Republic"	12		25521761
25529125	"Geyer JT"	"New York City"	-74.01	40.71	"United States"	1		25529125
25533637	"Piccirillo SG"	"London"	-0.13	51.51	"United Kingdom"	12		25533637
25543465	"Wang Q"	"Suzhou"	116.98	33.64	"China"	2		25543465
25544760	"Wong SQ"	"East Melbourne"	144.98	-37.81	"Australia"	20		25544760
25545346	"Flynn A"	"Melbourne"	144.96	-37.81	"Australia"	40		25545346
25546409	"Blighe K"	"Leicester"	-1.13	52.64	"United Kingdom"	2		25546409
25552933	"Roessler S"	"Bethesda"	-77.1	38.98	"United States"	39		25552933
25553294	"Park SH"	"Yangsan"	129.04	35.34	"Korean Republic"	6		25553294
25557953	"Cornella H"	"Barcelona"	2.16	41.39	"Spain"	48		25557953
25574196	"Kang J."	"Cheonan"	127.15	36.81	"Korean Republic"	19		25574196
25576899	"Kunstman JW"	"New Haven"	-72.93	41.31	"United States"	26		25576899
25583476	"Chen K"	"Tianjin"	117.18	39.14	"China"	78		25583476
25591849	"Hoshino A"	"Tokyo"	139.69	35.69	"Japan"	1		25591849
25602801	"Yeh I"	"San Francisco"	-122.42	37.77	"United States"	19		25602801
25605237	"Darcy DG"	"New York City"	-74.01	40.71	"United States"	10		25605237
25607389	"Baderca F"	"New York City"	-74.01	40.71	"United States"	0		25607389
25608029	"Fishbein L"	"Philadelphia"	-75.16	39.95	"United States"	21		25608029
25609015	"Litchfield K"	"London"	-0.13	51.51	"United Kingdom"	42		25609015
25631445	"Cancer Genome Atlas Network."	"Chapel Hill"	-79.06	35.91	"United States"	42		25631445
25644177	"Hartmann S"	"Frankfurt am Main"	8.68	50.12	"Germany"	21		25644177
25652455	"Parkin B"	"Ann Arbor"	-83.74	42.28	"United States"	156		25652455
25653311	"Chaligné R"	"Paris"	2.35	48.85	"France"	7		25653311
25655188	"Hansen TV"	"Copenhagen"	12.57	55.68	"Denmark"	65		25655188
25655603	"Paiva B"	"Pamplona"	-1.64	42.82	"Spain"	37		25655603
25658832	"Okamoto A"	"Tokyo"	139.69	35.69	"Japan"	225		25658832
25667294	"Mistry M"	"Toronto"	-79.42	43.7	"Canada"	9		25667294
25673644	"Ahronian LG"	"Boston"	-71.06	42.36	"United States"	4		25673644
25678190	"Baughn LB"	"Minneapolis"	-93.26	44.98	"United States"	65		25678190
25706938	"Dirse V"	"Vilnius"	25.28	54.69	"Lithunia"	66		25706938
25710373	"Schwarz RF"	"Cambridge"	0.12	52.2	"United Kingdom"	14		25710373
25712683	"Azad AA"	"Vancouver"	-123.12	49.25	"Canada"	69		25712683
25713363	"Green MR"	"Stanford"	-122.17	37.43	"United States"	22		25713363
25719666	"Waddell N"	"Brisbane"	153.03	-27.47	"Australia"	100		25719666
25721904	"Chi K"	"Shanghai"	121.46	31.22	"China"	33		25721904
25732040	"Favero F"	"London"	-0.13	51.51	"United Kingdom"	5		25732040
25733852	"Qian J"	"Nashville"	-86.78	36.17	"United States"	24		25733852
25754088	"Ramkissoon SH"	"Boston"	-71.06	42.36	"United States"	415		25754088
25758528	"Niederst MJ"	"Boston"	-71.06	42.36	"United States"	9		25758528
25790293	"Ma X"	"Memphis"	-90.05	35.15	"United States"	40		25790293
25790812	"Blasi MA"	"Rome"	12.51	41.89	"Italy"	1		25790812
25794135	"Rustad EH"	"Trondheim"	10.4	63.43	"Norway"	3		25794135
25795716	"Ferreiro JF"	"Trondheim"	10.4	63.43	"Norway"	174		25795716
25795890	"Massard C"	"Villejuif"	2.36	48.79	"France"	510		25795890
25798586	"Sheffield BS"	"Vancouver"	-123.12	49.25	"Canada"	2		25798586
25800665	"Babushok DV"	"Philadelphia"	-75.16	39.95	"United States"	22		25800665
25802883	"Sekulic A"	"Scottsdale"	-111.9	33.51	"United States"	1		25802883
25808986	"Arriba M"	"Madrid"	-3.7	40.42	"Spain"	146		25808986
25827934	"Nakazawa A"	"Tokyo"	139.69	35.69	"Japan"	86		25827934
25828954	"Corrado KR"	"Sao Paulo"	-46.64	-23.55	"Brazil"	2		25828954
25830880	"Gundem G"	"Tampere"	23.79	61.5	"Finland"	51		25830880
25831047	"Kim SY"	"Seoul"	126.98	37.57	"Korean Republic"	16		25831047
25839328	"Zhang L"	"Taiyuan"	112.56	37.87	"China"	90		25839328
25850996	"Belloni E"	"Milano"	9.19	45.46	"Italy"	2		25850996
25855381	"Saito M"	"Tokyo"	139.69	35.69	"Japan"	200		25855381
25855536	"Witkiewicz AK"	"Dallas"	-96.81	32.78	"United States"	109		25855536
25863124	"Iwakawa R"	"Tokyo"	139.69	35.69	"Japan"	44		25863124
25863487	"Passon N"	"Udine"	13.24	46.06	"Italy"	27		25863487
25865046	"Sei Y"	"Bethesda"	-77.1	38.98	"United States"	1		25865046
25879652	"Dalmasso C"	"Paris"	2.35	48.85	"France"	42		25879652
25881093	"Lee JY"	"Seoul"	126.98	37.57	"Korean Republic"	10		25881093
25881098	"Vo DT"	"Otsu-shi"	135.87	35	"Japan"	59		25881098
